filename,SMILES
8118.png,c1cc2c3c(c1)CCC3CCC2
8119.png,O=P1(OCCBr)NCCCO1
8120.png,NC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
8121.png,CC(CC(=S)N1CCOCC1)CC(C)(C)C
8122.png,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@@](C)(NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)C(=O)N12
8123.png,CN(C)c1ccccc1N
8124.png,OC1(C2(O)CCCCCC2)CCCCCC1
8125.png,CSB(F)SC
8126.png,C=CCc1cccc(C2N(Cc3ccc(N(CCCl)CCCl)cc3)CCCN2Cc2ccc(N(CCCl)CCCl)cc2)c1O
8127.png,NC(N)=[NH+]CCS(=O)(=O)O
8128.png,NOCc1ccc(Br)c(OP(=O)(O)O)c1
8129.png,Cc1ccc(-n2c(O)c(/N=N/c3ccccc3Cl)c(=O)n(-c3ccc(I)cc3)c2=S)cc1
8130.png,CCCCCN(CCOC(=O)c1ccc([N+](=O)[O-])cc1)CCOC(=O)c1ccc([N+](=O)[O-])cc1
8131.png,Cc1onc(-c2cc(Cl)sc2Cl)c1C(=O)O
8132.png,C=C1C[C@H](OC(=O)c2ccc(O)cc2)[C@@H]2[C@](C)(CC[C@@]2(O)C(C)C)C[C@@H]1O
8133.png,CN(C)Cc1c(/N=N/c2cccc3ccccc23)[nH]c2ccccc12
8134.png,CCCC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O
8135.png,CC(=O)OCC[N+]1(C)CC1
8136.png,CC(C)(C)[N+]([O-])=CCc1ccccc1
8137.png,Cc1ccc(O)cc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)ccc1C
8138.png,Cc1cc(C)cc(Nc2cc(=O)[nH]c(=O)[nH]2)c1
8139.png,CC(=Cc1ccccc1)S(=O)(=O)c1ccccc1
8140.png,CC(=O)Nc1nc(C)c(C)c(-c2cc(C=C3C(=O)N(c4ccc([N+](=O)[O-])cc4)N=C3C)ccc2O)c1C(N)=O
8141.png,Cc1c(Cl)ccc([N+](=O)[O-])c1S(=O)(=O)O
8142.png,Cc1cccc(Cl)c1NC(=O)OCC[NH+]1CCCC1.[Cl-]
8143.png,Cc1nc2ccc(Br)cc2c(=O)n1CCNC(C)C
8144.png,Nc1nc([S-])c2[nH]cnc2n1.Nc1nc([S-])c2[nH]cnc2n1.Nc1nc([S-])c2[nH]cnc2n1.[Pt]
8145.png,CS(=O)(=O)N(N(CCCl)S(=O)(=O)c1ccccc1)S(C)(=O)=O
8146.png,NC(=NNC(CC(=O)c1cccc(Cl)c1)c1cccnc1)c1ccccn1
8147.png,Clc1ccc2nnc3ccnn3c2c1
8148.png,CCn1c(O)c(C#N)c(C)c(/N=N/c2ccccc2[N+](=O)[O-])c1=O
8149.png,COc1ccc([N+](=O)[O-])cc1NC(=O)N1CCCCC1C
8150.png,NCCCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCCCN)C(=O)O
8151.png,CCCc1cc(=O)[nH]c(=O)[nH]1
8152.png,CCC(=O)N(c1ccccc1)C1CCNCC1
8153.png,CCCOP(=O)(OC)SCCNP(=O)(OCC)OCC
8154.png,CN(C)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
8155.png,O=C(O)c1ccc2n[nH]nc2c1
8156.png,CC(NC(=O)OCc1ccccc1)C(=O)NCCC(N)=O
8157.png,C[N+]1(C)CC2C3C=CC(C3)C2C1
8158.png,CC(C)COC(=O)CCC(=O)O
8159.png,Cc1ncc(CN2CCNC2=C[N+](=O)[O-])s1
8160.png,CCC[CH2][Sn]([F])([F])[CH2]CCC
8161.png,COc1c(Cl)ccc(Cl)c1Cl
8162.png,O=C(c1ccccc1)c1cccc(OCO)c1Cc1c(OCO)cccc1C(=O)c1ccccc1
8163.png,O=C(O)c1cn(C2CC2)c2c(OC(F)F)c(N3CCN(c4ccccn4)CC3)c(F)cc2c1=O
8164.png,NS(=O)(=O)c1ccc(/N=N/C2C(=O)N(C(=O)CC(=O)Nc3ccc(C(=O)O)cc3)N=C2c2ccccc2)cc1
8165.png,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1cccc(OC)c1)CO2
8166.png,COc1cccc(OCc2ccccc2)c1
8167.png,c1cc(-c2ccc(-c3ccsc3)s2)cs1
8168.png,O=C(CCc1ccc(NP(=O)(Oc2ccccc2)N(CCCl)CCCl)cc1)OCc1ccccc1
8169.png,CC(=O)CSc1n[n+]2c(C)csc2s1
8170.png,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].c1ccc(-c2cc(CC[NH+]3CCCCC3)on2)cc1
8171.png,O=S(=O)(O)CC1(CS(=O)(=O)O)COC1
8172.png,CC(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
8173.png,CCCCCCCCCCCCCCOP(=O)(O)OCCCCCCCCCCCC
8174.png,COC1(OC)C2(Cl)CC(OC(C)=O)C1(Cl)C(Cl)=C2Cl
8175.png,CCSC(C)CC=O
8176.png,CCCCOc1c(Br)cc(C2(c3cc(Br)c(O)c(Br)c3)OS(=O)(=O)c3ccccc32)cc1Br
8177.png,COC(=O)C(COC(=O)C=Cc1ccc(OC(C)=O)c(OC(C)=O)c1)OC(=O)C=Cc1ccc(OC(C)=O)c(OC(C)=O)c1
8178.png,Cc1cn(C)c2c1-c1oncc1CC2
8179.png,CCN(CC)CCOC(=O)C(O)(c1cccc(OC)c1OC)c1cccc(OC)c1OC
8180.png,CCC(=Cc1sc2ccccc2[n+]1CC)C=C1Oc2cc(C)c(C)cc2N1CC.[I-]
8181.png,CN[C@@H](C)Cc1cnc[nH]1
8182.png,O=S(=O)(NCCSSCCNS(=O)(=O)c1cccc2cccnc12)c1cccc2cccnc12
8183.png,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H]2[C@@H]1CC(=O)[C@@H]2C
8184.png,CCOc1ccccc1C=NNC(=O)CCCCCCCCC(=O)NN=Cc1ccccc1OCC
8185.png,COc1ccc(C=NNC(=O)C[n+]2ccccc2)cc1
8186.png,O=C(c1ccc(C(=O)[O-])c(C(=O)[O-])c1)c1ccc(C(=O)O)c(C(=O)[O-])c1.[Na+].[Na+].[Na+]
8187.png,CCOC(=O)C1C(C(=O)c2ccccc2)C12C(=O)N(C)c1ccccc12
8188.png,O=C1NCC2(O1)c1ccccc1-c1ccccc12
8189.png,CC1=CCOC1=O
8190.png,O=c1oc(-c2ccco2)nc2ccccc12
8191.png,CC1NCCc2c1[nH]c1ccccc21
8192.png,CCOP(=S)(OCC)Oc1ccccc1[N+](=O)[O-]
8193.png,NC(c1cccc([N+](=O)[O-])c1)S(=O)(=O)O
8194.png,O=C1CNC(c2ccccc2[N+](=O)[O-])N1O
8195.png,O=NN(CCCCCO)CCCC(=O)O
8196.png,CCN1C(=CC=CC2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21
8197.png,C[n+]1c2ccccc2cc2cc(N)ccc21.[Cl-]
8198.png,O=C(O)C(CO)NC(=O)n1c2ccccc2c2ccccc21
8199.png,CCOC(=O)C(C#N)(Cc1cc(C)c(OC)c(C)c1)NC(C)=O
8200.png,C=CCc1c(O)cccc1OC
8201.png,CCC1(CC(C)(O)C(C)C)C(=O)NC(=O)NC1=O
8202.png,CNc1ccc(C(=O)CC(O)CCC(C)C2OC(=O)CC(O)CC(=O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(=O)NCCN(C)C)C(CC(OC4OC(C)C(O)C(NC(=O)CN5CCN(C)CC5)C4O)C=CC=CC=CC=CC=CC=CC=CC2C)O3)cc1
8203.png,CCOc1ccccc1NC(=O)C[NH+](CC)CC.[Cl-]
8204.png,C[C@H](C1CC[C@@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)O1)C1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C
8205.png,CCC(CO)(CO)CO.CCCCCC(=O)O.CCCCCCCC(=O)O.CCCCCCCCCC(=O)O.O=C(O)CCCCC(=O)O
8206.png,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)[C@@H](N)CC(=O)O)[C@@H](O)[C@H]1O
8207.png,O=C(Nc1cccc([N+](=O)[O-])c1)C1CC2C=CC1CC2
8208.png,CCCCOC(=O)C(C)OC(=O)COCC(=O)OC(C)C(=O)OCCCC
8209.png,Cc1c2ccncc2c(CNC(=O)CCC(=O)NCc2c3cnccc3c(C)c3c2c2ccccc2n3C)c2c3ccccc3n(C)c12
8210.png,CCCc1cccc(CCC)c1NC(=O)Nc1cc(Cl)cc(Cl)c1
8211.png,CC(C)(C(O)c1ccccc1)N1CCCCC1.Cl
8212.png,CC1=NN(c2nc(N)nc(-c3cnn(-c4ccc(F)cc4)c3N)n2)C(C)(C)C1
8213.png,CCCCCCOC(=O)Cc1c[nH]c2ccccc12
8214.png,CN1CCO[NH2+]1
8215.png,CC(C)C[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)N(C)C(=O)[C@H](C)NC(=O)C([C@@H](C)C(C)C)N(C)C(=O)CN(C)C(=O)[C@H]2C[C@@H](O)CN2C1=O
8216.png,Cc1cc(=O)n2c(oc3ccccc32)c1C#N
8217.png,CCCCCCCCCCCCN=C(N)N.O=C(O)c1ccc(C(=O)O)cc1
8218.png,Cc1cc(C)c2ccc3c(C)cc(C)cc(c1)c23
8219.png,CC[N+](CC)=c1ccc2nc3c(cc(Nc4ccccc4)c4ccccc43)oc-2c1
8220.png,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC
8221.png,C[C]1[C](C)[C](C)[C](C)[C]1C.N[C]1[CH][CH][CH][CH][CH]1.O=S(=O)(O)C(F)(F)F.[Ru]
8222.png,CCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
8223.png,CC1CCCC[NH+]1CC(=O)N(C)CCOc1ccccc1.[Cl-]
8224.png,O=C(Nc1ccc2cc(S(=O)(=O)O)c(/N=N/c3ccc(S(=O)(=O)O)cc3)c(O)c2c1)c1cc(Cl)nnc1Cl
8225.png,CCN1CCC2C(CCCC2OC2CCCC3CN(CC)CCC32)C1
8226.png,CC(C)CC(N)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CO)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CC(C)C)C(N)=O)C(C)O
8227.png,O=C(NC(Cc1ccccc1)C(=O)O)c1ccncc1
8228.png,COc1cccc(OC)c1-c1oc2ccccc2c(=O)c1O
8229.png,OCCN1CCN(Nc2ccnc3cc4ccccc4cc23)CC1
8230.png,CC(Cl)(Cl)C(Cl)C(Cl)C(C)(Cl)Cl
8231.png,CC(C)=CC=O
8232.png,O=C(O)O.O=C1C=C(N2CCN(CCO)CC2)C(=O)c2c(N3CCN(CCO)CC3)cc(N3CCN(CCO)CC3)nc21
8233.png,CC(C)c1nc(CO)n(CCCc2ccccn2)c1Sc1cc(Cl)cc(Cl)c1
8234.png,[13NH2]C(=O)c1cccnc1
8235.png,CC(C)c1ccc(S(=O)(=O)n2ccc(C(O)c3ccc(Cl)cc3Cl)c2)cc1
8236.png,[Cl-].c1ccc(C[NH2+]/C(=N\C2CCCCC2)NC2CCCCC2)cc1
8237.png,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1
8238.png,c1cnccn1
8239.png,CC(CC(=O)c1ccc(C2CCCCC2)cc1)C(=O)O
8240.png,c1csc(-c2nn3c(C45CC6CC(CC(C6)C4)C5)nnc3s2)c1
8241.png,O=[N+]([O-])c1ccc(S(=O)(=O)OCc2ccccc2OS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1
8242.png,CN(C)CC(C)(C)CO
8243.png,Br.C[C@@]12C[C@@H](c3ccccc3O1)N1CCSC1=N2
8244.png,CC(=O)CCCC(=O)c1ccc(F)cc1
8245.png,CC[n+]1ccc(-c2cc(C)no2)cc1
8246.png,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)(O)F)O2)c(=O)[nH]c1=O
8247.png,Cc1ccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3ccc(C)cc3)CCC2)cc1
8248.png,Nc1nc2occ(-c3ccc(Cl)cc3)c2c(=O)[nH]1
8249.png,CN(C)CCOC(=O)C(OCCOc1ccccc1)(c1ccccc1)c1ccccc1
8250.png,CC1(C2CC(=O)OC2=O)OCCO1
8251.png,CC(=O)Nc1ccc(C2CC(c3ccc([N+](=O)[O-])cc3)=Nc3ccccc3S2=O)cc1
8252.png,CC(=O)Nc1nc(Cl)c2ncn(C3OC(COC(C)=O)C(OC(C)=O)C3OC(C)=O)c2n1
8253.png,CC12CCCCC1(C)C2Sc1ccccc1
8254.png,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)c3ccc(N)cc3)CCC12
8255.png,Cc1ccc(NC(=O)CNc2ccc3c(c2)Cc2ccccc2-3)cc1
8256.png,O=C(Nc1cccc2ccccc12)c1cc2ccccc2oc1=O
8257.png,CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3(F)C(=O)CC12C
8258.png,CCOC(=O)c1nc2nc(C)cc(=O)n2[nH]1
8259.png,CCN(CC)CCCNc1nc(Cl)nc(NCCCN(CC)CC)n1
8260.png,COc1cc(/N=N/c2cc(S(=O)(=O)O)cc3cc(S(=O)(=O)O)cc(O)c23)c(C)cc1NC(=O)Nc1cc(C)c(/N=N/c2cc(S(=O)(=O)O)cc3cc(S(=O)(=O)O)cc(O)c23)cc1OC
8261.png,Cc1ccc(C(=O)c2ccccc2O)cc1
8262.png,COc1cccc([As](=O)(O)O)c1
8263.png,O=C(CS(=O)(=O)O)c1ccccc1
8264.png,CCOC(=O)C1(C)OC1c1ccc2c(c1)OCO2
8265.png,CCOC(=O)c1ccc(C#CC=CC2=C(C)CCCC2(C)C)nc1
8266.png,CCN1C(=CC=Cc2sc3cc4ccccc4nc3[n+]2CC)Sc2cc3ccccc3nc21
8267.png,CN(C)NP(N)(Cl)(c1ccccc1)c1ccccc1
8268.png,CC(C)CN(CC(O)CCN1CCCC[C@H]1C(=O)NC(C)(C)C)S(=O)(=O)c1ccccc1
8269.png,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
8270.png,Cc1ccc(-n2c(C)nc3ccccc3c2=O)c(Cl)c1
8271.png,CCCCC(C)C1CC1
8272.png,Clc1ccc(SCCCCCCCN2CCSC2)nc1
8273.png,O=C(NC1Cc2ccccc2NC1=O)c1ccccc1
8274.png,CCCC(C(=O)O)C1=CCCC1
8275.png,CC(N)c1ccc(OC2CCCCC2)cc1
8276.png,CCN(CC)CCCCN(C)c1ccccc1
8277.png,C[N+](C)(C)CC(=O)O.[Cl-]
8278.png,CP1(=O)C=C(Cl)CC1.CP1(=O)CC=C(Cl)C1
8279.png,O=S(=O)(O)c1cc(S(=O)(=O)O)c2cc(OS(=O)(=O)c3cccc4c(S(=O)(=O)Oc5ccc6cc(S(=O)(=O)O)cc(S(=O)(=O)O)c6c5)cccc34)ccc2c1
8280.png,CCCCCCCC(=O)Oc1ccc(C(CC)C(CC)c2ccc(OC(=O)CCCCCCC)cc2)cc1
8281.png,Fc1c(F)c(F)c(SCl)c(F)c1F
8282.png,c1csc(-c2ccc(-c3cccc4nsnc34)s2)c1
8283.png,O=[N+]([O-])c1ccc(C(c2c[nH]cc2-c2ccc(Cl)cc2)n2ccnc2)cc1
8284.png,[Br][Ru][Br].[NH2-].[NH2-].[NH2-].[NH2-]
8285.png,CC(=O)OC1CCC2(C=O)C3CCC4(C)C(C5=CC(=O)OC5)CCC4(O)C3CC3OC32C1
8286.png,c1ccc(C2CN(C3CCCCC3)CO2)cc1
8287.png,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(O[C@@H]4O[C@H](CO)C(O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)cc3)cccc12
8288.png,COC1=NC2(C)C3C=CC(C4C(=O)N(c5ccccc5)C(=O)C43)C12C
8289.png,COc1cc([N+](=O)[O-])c(O)c(C(C)(C)C)c1
8290.png,O=[N+]([O-])c1ccccc1N=P(c1ccccc1)(c1ccccc1)c1ccccc1
8291.png,CC(C)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H]1CCCC[C@H]1C(=O)O)C(N)=O
8292.png,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1.OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
8293.png,Cc1oc2ccc([N+](=O)[O-])cc2c1[N+](=O)[O-]
8294.png,CCCCOc1ccc(NC(=O)OCCN2CCCC2)cc1
8295.png,CCOC(=O)Nc1cccc([As](=O)(O)O)c1
8296.png,CC(=O)c1sc2n(C)c(=O)c3ccccc3[n+]2c1C
8297.png,Cc1c(N2CC(CN)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12
8298.png,COc1cc(CCN2CCCN(C)CC2)cc(OC)c1OC
8299.png,BrCc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
8300.png,[Hg+2].[O]=[Cr](=[O])([O-])[O-]
8301.png,CC(=O)NC1Cn2c3c(c(CO)c2C1O)C(=O)C(N)=C(C)C3=O
8302.png,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCC(O)[C@H](Cc1ccccc1)NC(=O)[C@@](C)(O)C(C)(C)C
8303.png,COc1cc(/N=N/c2cc(NC(C)=O)c(/N=N/c3ccc(C(=O)O)cc3)cc2S(=O)(=O)O)c(C)cc1/N=N/c1cc(OC)c(NC(=O)c2ccc(N)cc2)cc1C
8304.png,NNc1c(F)c(F)c(NN)c(F)c1F
8305.png,Oc1c(-c2ccccc2)nn(O)c1-c1ccccc1
8306.png,CCCCCCCCCCCC1CC(O[Si](C)(C)C)=C(O[Si](C)(C)C)C1
8307.png,Cc1c(Cl)cc(S(=O)(=O)O)c([N+](=O)[O-])c1Cl
8308.png,COC(=O)C(Cc1cnc[nH]1)NC(C)=O
8309.png,NCCCN1CCN(CC(=O)O)CCN(CCCN)CCN(CC(=O)O)CC1
8310.png,O=C(O)C=CC(=O)Nc1ccc(C(=O)NCC(=O)O)cc1
8311.png,O=C(O)[CH2][Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1
8312.png,Cc1ccc2c(c1)C(=O)c1ccc(C)nc1C2=O
8313.png,O=Nc1c(-c2ccccc2)nc2cnccn12
8314.png,CCCCCN(CCCCC)CC(O)c1cc(Cl)c(Cl)cc1C
8315.png,CC(C)N1CCC(CC(c2ccccc2)c2ccccc2)C1
8316.png,COc1ccc(C(SC2C(O)C(CO)OC2n2ccc(N)nc2=O)(c2ccccc2)c2ccc(OC)cc2)cc1
8317.png,COc1ccccc1Cc1c(OC)cc(OC)c(C(=O)CCc2ccccc2)c1O
8318.png,COc1ccc(-c2csc3c2[N+]2(C)C=CC=C2C3N2CCCC2)cc1
8319.png,O=C(CCCN1CCC2(CC1)C(=O)N(Cc1ccc(C[18F])cc1)CN2c1ccccc1)c1ccc(F)cc1
8320.png,COc1cc(C)ccc1Cl
8321.png,CNC(C)(C)C(SS)c1ccc(Cl)cc1
8322.png,COc1ccc(C(C)(c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)n2ccnc2)cc1
8323.png,Brc1ccc(OCC2CO2)cc1
8324.png,CC1(C)COC2(N1)ON(C(C)(C)C)C(c1ccc(Cl)cc1)C21OC1(c1ccccc1)c1ccccc1
8325.png,Cl.O=c1[nH]c2ccccc2c(=O)n1CCCN1CCN(c2cccc(Cl)c2)CC1
8326.png,ClCC(Cl)CNCC(Cl)CCl
8327.png,CCOC(=O)C(C)SSC(C)C(=O)OCC
8328.png,NC1=NC23C4[C@H](N=C(N)N2C[C@]2(C[C@H]([C@@H](CO)COS(=O)(=O)O)N(O)C(=O)O2)C3(O)O)C(=O)N(O)CN14
8329.png,COC(=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)c1nnc2ccc(Cl)nn12
8330.png,[H]/N=C(\N)c1ccc(-c2cc3ccc(/C(N)=N/[H])cc3s2)cc1
8331.png,Clc1ccc(SCCCCSc2ccc(Cl)cc2)cc1
8332.png,C[N+](C)(C)NP(=O)(N[N+](C)(C)C)c1ccccc1
8333.png,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCNC(=O)c1ccccc1
8334.png,Cc1ccccc1[B-]12OCC[N+]1(CNC(=O)c1ccccc1O)CCO2
8335.png,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8336.png,NC(=O)CC(NC(=O)OCc1ccccc1)C(N)=O
8337.png,[56Ni]
8338.png,CN(Cc1ccccc1)N1C(=O)C(CCCC[NH+]2CCCCC2)(c2ccccc2)c2ccccc21.[Cl-]
8339.png,COc1ccc2ccccc2c1C=NNc1ccc(Br)cc1
8340.png,CCCC[C@H](NC(=O)OCc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@H](CCCC)NC(=O)OCc1ccccn1
8341.png,CCCCCOc1ccc(C(=O)CC(c2ccc(OCCCCC)cc2)C2CCCCC2=O)cc1
8342.png,COC1OC2COC(c3ccccc3)OC2C(O)OC1O
8343.png,CN(C)C1CCc2[nH]c3ccccc3c2C1
8344.png,N.N.N.N.O=C([O-])C(=O)[O-].O=[N+]([O-])[O-].[Cr+3]
8345.png,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(N)c4)ncnc32)[C@H](O)[C@@H]1O
8346.png,N#Cc1ccoc1
8347.png,CN1C2CCC1C(=Cc1cccc3c1OCO3)C(=O)C2=Cc1cccc2c1OCO2
8348.png,CN(C)CCCOC(=O)C1C[C@@H](O)CN1C(=O)c1ccc2c(c1)OCO2.O=C(O)C(=O)O
8349.png,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21.Cl.Cl
8350.png,CCOC(=O)CN(CCC(C)C)CCC(C)C
8351.png,COC1CCC(OS(C)(=O)=O)C(C)O1
8352.png,CN1CC2CC1CN2CCOC(c1ccc(F)cc1)c1ccc(F)cc1.O=C(O)C(=O)O
8353.png,O=[N+]([O-])C1=Cc2cc3cc4ccccc4cc3c3cccc1c23
8354.png,N#CCc1[nH]nc2nc(SCc3ccccc3)nc(N3CCCCC3)c12
8355.png,CNC(=O)Oc1ccc(O)c2ccccc12
8356.png,Nc1nc2c(Cl)cc(Cl)cc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
8357.png,COc1ccc2c(c1)CN1C(=N2)CSC1c1ccccc1Cl
8358.png,O=C1CCCC1Cl
8359.png,COc1ccc(C(=NNC(N)=O)C2(O)C(=O)Nc3ccc([N+](=O)[O-])cc32)cc1
8360.png,CN1CC[C@H]2C(NC(=O)c3ccc(Cl)cc3Cl)CCC[C@@H]2C1
8361.png,BrC(Br)(Br)C(c1ccccc1)c1ccccc1
8362.png,Cc1ccc(C(N)=NO)cc1
8363.png,CC1CCCC[NH+]1CCCOC(=O)c1ccc(-c2ccccc2)cc1.[Cl-]
8364.png,COC(=O)C#CCCC#CC(C)=O
8365.png,COCCCNC(=O)C1C(=O)C(=O)N(CCCOC)C1=O
8366.png,CN1CCCCC1CCO
8367.png,Cc1cccc(C)c1NC(=O)Nc1cccc2ccccc12
8368.png,CCCOC(=O)C1CCC(=O)N1C(=O)C(Cl)Cl
8369.png,Cc1cc(C)c2nc(C)c(C)nc2c1
8370.png,O=C(NC(Cc1ccc(I)cc1)C(=O)O)c1cccc(Cl)c1
8371.png,CC1(O)CC2C=CC1CC2
8372.png,COc1cc2c(cc1OC)C(C)N(Cc1ccc(Cl)cc1)CC2
8373.png,CS(=O)CCC(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O
8374.png,ClC1(Cl)C2CCOC21n1cnc2ccccc21
8375.png,CCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H](O)CCCC[C@H](O)CCCCC[C@@H](O)CC2=C[C@H](C)OC2=O)O1
8376.png,CCCCc1ccc(F)cc1
8377.png,CS(=O)(=O)OCC(=O)OCCOC(=O)COS(C)(=O)=O
8378.png,O=S([O-])([O-])=S.[Ba+2]
8379.png,O=c1cc[nH]c2ccccc12
8380.png,COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1.Cl
8381.png,CCCCC(CC)CN(C)C
8382.png,CC1=C(Br)C(=O)C(C)=C(Br)C1=O.Cc1c(O)c(Br)c(C)c(O)c1Br
8383.png,CCOC(=O)C(C(=O)c1ccccc1)=C(OC(=O)c1ccccc1)c1ccccc1
8384.png,COC(=O)C(CCSC)NC(=O)C(C)NC(=O)c1cnc2ccccc2n1
8385.png,CC(C)CC(C)(C)C.CN(C)CCOCCO.c1ccccc1
8386.png,COC(=O)C(CC=C(C)c1ccc(Cl)cc1)C(C)=O
8387.png,Nc1ncnc2c1ncn2CC(Br)CBr
8388.png,Oc1ccc2ccccc2c1CN1CC2CCC(CC2)C1
8389.png,CCOC(=O)c1sc2cc(-c3ccc([N+](=O)[O-])cc3)oc(=O)c2c1N
8390.png,CC1(c2ccccc2)C(=O)N(CCN2CCOCC2)c2ccccc21
8391.png,O=CN1CCC23CC(=O)CCC2C1Cc1cc(Oc2nnnn2-c2ccccc2)cc(O)c13
8392.png,Cl.Cl.O=C(SCCN1CCN(CCO)CC1)N1c2ccccc2Sc2ncccc21
8393.png,O=S(=O)(O)CNc1ccc(/N=N/c2ccc3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c3c2)cc1
8394.png,CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Ni+2]
8395.png,N[C@@H](CCC(=O)N[C@@H](CSCc1ccccc1I)C(=O)NCC(=O)O)C(=O)O
8396.png,COc1ccc(C(O)(c2ccc(OC)cc2)C2CN3CCC2CC3)cc1
8397.png,C=C(C)C(=O)OC.C=C(C)C(=O)OCCCC.C=C(C)c1ccccc1.C=Cc1ccccc1
8398.png,O=C(Nc1ccccc1[N+](=O)[O-])OCCOc1ccccc1
8399.png,CC(=O)Nc1c(I)c(C(=O)N[C@@H](CO)[C@@H](O)[C@H](O)[C@H](O)CO)c(I)c(N(C)C(C)=O)c1I
8400.png,O=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc([N+](=O)[O-])cc1
